School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
609806,2017,Combined ELA Grades 3-8,342, ,36.30%,38.00%,18.40%,7.30%,0.00%,7.30%, ,66.40%,19.60%,14.00%,72.80%,21.60%,5.60%,68.10%,20.80%,11.10%, ,78.90%,14.00%,7.00%,74.60%,14.90%,10.50%
609807,2017,Combined ELA Grades 3-8,372, ,21.50%,26.10%,28.80%,21.80%,1.90%,23.70%, ,50.30%,26.60%,23.10%,51.10%,26.10%,22.80%,57.50%,20.70%,21.80%, ,48.10%,22.80%,29.00%,42.70%,24.50%,32.80%
609808,2017,Combined ELA Grades 3-8,342, ,29.50%,32.50%,22.20%,15.50%,0.30%,15.80%, ,59.90%,22.50%,17.50%,59.40%,25.40%,15.20%,64.00%,18.70%,17.30%, ,59.40%,21.30%,19.30%,58.50%,22.80%,18.70%
609809,2017,Combined ELA Grades 3-8,225, ,15.60%,16.00%,32.00%,33.80%,2.70%,36.40%, ,40.40%,28.00%,31.60%,37.30%,31.60%,31.10%,46.70%,24.40%,28.90%, ,33.80%,24.40%,41.80%,27.60%,22.70%,49.80%
609810,2017,Combined ELA Grades 3-8,598, ,6.20%,12.90%,24.60%,46.80%,9.50%,56.40%, ,28.90%,26.40%,44.60%,26.90%,24.60%,48.50%,28.80%,27.90%,43.30%, ,20.60%,15.10%,64.40%,15.40%,18.70%,65.90%
609811,2017,Combined ELA Grades 3-8,136, ,33.10%,30.90%,23.50%,12.50%,0.00%,12.50%, ,61.80%,25.00%,13.20%,66.20%,24.30%,9.60%,66.90%,21.30%,11.80%, ,65.40%,16.90%,17.60%,61.00%,19.90%,19.10%
609812,2017,Combined ELA Grades 3-8,151, ,27.20%,28.50%,31.80%,9.90%,2.60%,12.60%, ,58.30%,25.80%,15.90%,64.20%,24.50%,11.30%,60.90%,19.90%,19.20%, ,58.30%,17.90%,23.80%,57.00%,21.90%,21.20%
609813,2017,Combined ELA Grades 3-8,94, ,28.70%,35.10%,25.50%,10.60%,0.00%,10.60%, ,62.80%,27.70%,9.60%,67.00%,21.30%,11.70%,62.80%,24.50%,12.80%, ,64.90%,23.40%,11.70%,61.70%,19.10%,19.10%
609815,2017,Combined ELA Grades 3-8,381, ,26.00%,29.40%,26.80%,17.30%,0.50%,17.80%, ,55.60%,23.90%,20.50%,54.30%,27.60%,18.10%,54.90%,22.80%,22.30%, ,60.90%,19.90%,19.20%,53.00%,23.90%,23.10%
609817,2017,Combined ELA Grades 3-8,398, ,10.60%,19.80%,26.40%,36.70%,6.50%,43.20%, ,33.90%,25.10%,41.00%,37.20%,25.60%,37.20%,35.40%,27.60%,36.90%, ,34.20%,17.80%,48.00%,29.40%,21.90%,48.70%
609818,2017,Combined ELA Grades 3-8,573, ,15.40%,22.30%,35.10%,25.50%,1.70%,27.20%, ,48.50%,27.20%,24.30%,46.20%,28.30%,25.50%,47.60%,24.60%,27.70%, ,41.90%,22.90%,35.30%,33.70%,30.00%,36.30%
609819,2017,Combined ELA Grades 3-8,121, ,51.20%,31.40%,15.70%,1.70%,0.00%,1.70%, ,76.90%,13.20%,9.90%,76.90%,15.70%,7.40%,70.20%,20.70%,9.10%, ,90.90%,5.00%,4.10%,83.50%,11.60%,5.00%
609820,2017,Combined ELA Grades 3-8,294, ,2.40%,8.20%,18.70%,57.50%,13.30%,70.70%, ,14.30%,18.40%,67.30%,10.20%,23.80%,66.00%,14.30%,20.40%,65.30%, ,19.00%,15.30%,65.60%,15.30%,18.00%,66.70%
609821,2017,Combined ELA Grades 3-8,325, ,17.20%,20.90%,33.20%,27.10%,1.50%,28.60%, ,47.10%,28.30%,24.60%,41.80%,32.60%,25.50%,46.80%,26.50%,26.80%, ,41.50%,21.80%,36.60%,39.70%,25.50%,34.80%
609826,2017,Combined ELA Grades 3-8,605, ,19.00%,25.50%,35.20%,18.80%,1.50%,20.30%, ,49.30%,26.90%,23.80%,45.50%,31.10%,23.50%,49.80%,27.30%,23.00%, ,48.30%,24.60%,27.10%,46.80%,30.70%,22.50%
609827,2017,Combined ELA Grades 3-8,303, ,14.20%,22.10%,36.60%,26.10%,1.00%,27.10%, ,42.90%,27.40%,29.70%,40.30%,33.00%,26.70%,42.90%,28.40%,28.70%, ,48.50%,19.80%,31.70%,41.90%,24.40%,33.70%
609828,2017,Combined ELA Grades 3-8,196, ,4.60%,12.20%,22.40%,50.50%,10.20%,60.70%, ,22.40%,21.40%,56.10%,24.50%,27.00%,48.50%,23.50%,20.40%,56.10%, ,20.90%,13.80%,65.30%,21.40%,19.90%,58.70%
609829,2017,Combined ELA Grades 3-8,284, ,9.20%,13.00%,29.60%,39.80%,8.50%,48.20%, ,35.90%,21.10%,43.00%,30.60%,27.50%,41.90%,38.40%,25.70%,35.90%, ,25.00%,18.70%,56.30%,21.50%,15.80%,62.70%
609830,2017,Combined ELA Grades 3-8,318, ,41.50%,34.30%,17.30%,6.60%,0.30%,6.90%, ,75.20%,17.00%,7.90%,67.90%,23.30%,8.80%,65.40%,22.60%,11.90%, ,79.90%,11.00%,9.10%,73.30%,15.40%,11.30%
609832,2017,Combined ELA Grades 3-8,453, ,13.90%,23.80%,33.30%,26.00%,2.90%,28.90%, ,40.60%,26.90%,32.50%,36.60%,31.10%,32.20%,43.00%,24.10%,32.90%, ,43.90%,26.00%,30.00%,36.90%,27.20%,36.00%
609833,2017,Combined ELA Grades 3-8,137, ,29.20%,29.20%,25.50%,14.60%,1.50%,16.10%, ,57.70%,26.30%,16.10%,56.90%,22.60%,20.40%,51.10%,24.80%,24.10%, ,60.60%,19.70%,19.70%,55.50%,24.10%,20.40%
609834,2017,Combined ELA Grades 3-8,529, ,16.30%,22.70%,36.70%,22.30%,2.10%,24.40%, ,48.60%,28.20%,23.30%,46.30%,30.20%,23.40%,55.80%,22.90%,21.40%, ,39.30%,23.30%,37.40%,40.30%,21.90%,37.80%
609835,2017,Combined ELA Grades 3-8,488, ,21.70%,27.30%,30.50%,19.30%,1.20%,20.50%, ,53.90%,23.80%,22.30%,51.00%,29.30%,19.70%,53.50%,25.40%,21.10%, ,50.80%,20.70%,28.50%,47.50%,26.80%,25.60%
609836,2017,Combined ELA Grades 3-8,541, ,6.50%,13.30%,22.20%,51.20%,6.80%,58.00%, ,22.90%,22.70%,54.30%,20.50%,25.00%,54.50%,22.90%,23.80%,53.20%, ,30.30%,21.10%,48.60%,18.70%,23.30%,58.00%
609837,2017,Combined ELA Grades 3-8,372, ,13.70%,23.10%,29.30%,30.40%,3.50%,33.90%, ,39.20%,25.00%,35.80%,39.50%,24.50%,36.00%,32.30%,23.40%,44.40%, ,47.30%,19.40%,33.30%,41.10%,25.00%,33.90%
609839,2017,Combined ELA Grades 3-8,313, ,17.60%,30.40%,31.90%,18.80%,1.30%,20.10%, ,49.20%,29.70%,21.10%,53.40%,25.60%,21.10%,52.70%,21.10%,26.20%, ,49.20%,23.30%,27.50%,50.20%,24.60%,25.20%
609842,2017,Combined ELA Grades 3-8,676, ,23.70%,24.40%,25.40%,23.50%,3.00%,26.50%, ,54.40%,21.00%,24.60%,51.50%,21.60%,26.90%,54.60%,23.80%,21.60%, ,48.80%,18.80%,32.40%,45.40%,22.60%,32.00%
609844,2017,Combined ELA Grades 3-8,256, ,26.60%,29.30%,30.50%,13.30%,0.40%,13.70%, ,51.20%,25.80%,23.00%,56.30%,27.70%,16.00%,60.90%,22.70%,16.40%, ,59.40%,25.40%,15.20%,61.70%,24.60%,13.70%
609845,2017,Combined ELA Grades 3-8,271, ,31.70%,35.80%,21.80%,10.70%,0.00%,10.70%, ,63.50%,19.90%,16.60%,66.10%,19.90%,14.00%,68.30%,18.80%,12.90%, ,73.80%,14.40%,11.80%,67.50%,18.50%,14.00%
609848,2017,Combined ELA Grades 3-8,102, ,25.50%,42.20%,22.50%,9.80%,0.00%,9.80%, ,58.80%,25.50%,15.70%,66.70%,22.50%,10.80%,67.60%,19.60%,12.70%, ,74.50%,13.70%,11.80%,67.60%,24.50%,7.80%
609849,2017,Combined ELA Grades 3-8,140, ,15.00%,22.90%,26.40%,34.30%,1.40%,35.70%, ,34.30%,25.70%,40.00%,37.90%,24.30%,37.90%,35.00%,25.70%,39.30%, ,50.00%,22.90%,27.10%,46.40%,17.10%,36.40%
609850,2017,Combined ELA Grades 3-8,383, ,9.10%,15.40%,27.20%,41.80%,6.50%,48.30%, ,27.90%,27.20%,44.90%,29.20%,29.20%,41.50%,31.10%,25.60%,43.30%, ,27.70%,20.90%,51.40%,25.60%,22.70%,51.70%
609851,2017,Combined ELA Grades 3-8,228, ,52.20%,31.10%,14.90%,1.80%,0.00%,1.80%, ,77.20%,15.80%,7.00%,80.70%,14.90%,4.40%,74.10%,17.50%,8.30%, ,89.90%,7.00%,3.10%,87.30%,9.60%,3.10%
609852,2017,Combined ELA Grades 3-8,320, ,11.30%,16.30%,26.60%,35.90%,10.00%,45.90%, ,29.10%,29.40%,41.60%,35.90%,24.40%,39.70%,30.60%,28.40%,40.90%, ,31.30%,17.50%,51.30%,27.20%,18.10%,54.70%
609853,2017,Combined ELA Grades 3-8,275, ,17.80%,24.40%,32.40%,23.60%,1.80%,25.50%, ,47.60%,24.40%,28.00%,44.70%,26.90%,28.40%,46.50%,28.70%,24.70%, ,48.40%,23.30%,28.40%,40.70%,26.50%,32.70%
609854,2017,Combined ELA Grades 3-8,249, ,29.70%,29.30%,24.50%,16.50%,0.00%,16.50%, ,60.60%,22.90%,16.50%,57.80%,24.10%,18.10%,53.00%,27.30%,19.70%, ,66.70%,14.90%,18.50%,57.80%,17.30%,24.90%
609855,2017,Combined ELA Grades 3-8,153, ,42.50%,23.50%,24.80%,9.20%,0.00%,9.20%, ,62.70%,27.50%,9.80%,67.30%,22.90%,9.80%,62.70%,24.80%,12.40%, ,69.30%,20.30%,10.50%,58.80%,26.80%,14.40%
609856,2017,Combined ELA Grades 3-8,381, ,22.80%,28.90%,28.60%,19.40%,0.30%,19.70%, ,49.90%,27.80%,22.30%,53.80%,26.20%,19.90%,50.70%,25.20%,24.10%, ,57.70%,21.00%,21.30%,54.10%,19.20%,26.80%
609857,2017,Combined ELA Grades 3-8,330, ,15.80%,23.00%,31.50%,25.80%,3.90%,29.70%, ,43.60%,25.50%,30.90%,40.90%,28.20%,30.90%,43.90%,23.30%,32.70%, ,42.40%,23.60%,33.90%,39.70%,24.50%,35.80%
609859,2017,Combined ELA Grades 3-8,687, ,24.50%,22.60%,23.60%,24.60%,4.80%,29.40%, ,47.30%,24.90%,27.80%,46.90%,22.90%,30.30%,50.50%,20.80%,28.70%, ,52.30%,15.90%,31.90%,45.10%,20.70%,34.20%
609861,2017,Combined ELA Grades 3-8,327, ,10.40%,27.20%,30.90%,30.30%,1.20%,31.50%, ,37.90%,27.80%,34.30%,40.10%,28.40%,31.50%,32.70%,28.70%,38.50%, ,46.50%,25.10%,28.40%,40.70%,27.20%,32.10%
609862,2017,Combined ELA Grades 3-8,280, ,22.10%,30.00%,32.10%,15.40%,0.40%,15.70%, ,53.90%,25.70%,20.40%,54.60%,25.00%,20.40%,49.30%,27.90%,22.90%, ,60.00%,21.80%,18.20%,56.80%,26.10%,17.10%
609863,2017,Combined ELA Grades 3-8,175, ,9.70%,21.10%,26.90%,35.40%,6.90%,42.30%, ,38.90%,26.90%,34.30%,35.40%,26.30%,38.30%,44.60%,20.00%,35.40%, ,28.00%,24.60%,47.40%,29.70%,21.10%,49.10%
609864,2017,Combined ELA Grades 3-8,209, ,26.80%,35.40%,21.50%,14.80%,1.40%,16.30%, ,56.90%,23.40%,19.60%,61.20%,18.70%,20.10%,56.50%,23.00%,20.60%, ,68.40%,16.30%,15.30%,56.50%,23.00%,20.60%
609865,2017,Combined ELA Grades 3-8,302, ,29.80%,28.50%,22.50%,17.20%,2.00%,19.20%, ,59.60%,21.20%,19.20%,56.30%,24.50%,19.20%,55.00%,23.50%,21.50%, ,60.30%,19.20%,20.50%,57.00%,21.50%,21.50%
609866,2017,Combined ELA Grades 3-8,504, ,4.40%,8.90%,17.90%,50.60%,18.30%,68.80%, ,15.90%,17.90%,66.30%,16.50%,14.30%,69.20%,18.70%,16.90%,64.50%, ,21.40%,14.90%,63.70%,17.50%,15.90%,66.70%
609867,2017,Combined ELA Grades 3-8,245, ,24.50%,27.30%,26.10%,21.20%,0.80%,22.00%, ,49.80%,28.60%,21.60%,49.40%,27.80%,22.90%,51.80%,25.70%,22.40%, ,61.60%,17.10%,21.20%,53.90%,21.60%,24.50%
609869,2017,Combined ELA Grades 3-8,166, ,34.30%,36.70%,20.50%,7.80%,0.60%,8.40%, ,63.90%,24.70%,11.40%,62.00%,22.90%,15.10%,62.00%,22.30%,15.70%, ,79.50%,10.20%,10.20%,71.70%,15.70%,12.70%
609870,2017,Combined ELA Grades 3-8,316, ,16.50%,22.50%,33.20%,24.10%,3.80%,27.80%, ,44.30%,26.90%,28.80%,44.90%,26.90%,28.20%,51.90%,23.40%,24.70%, ,40.50%,21.50%,38.00%,38.00%,27.80%,34.20%
609872,2017,Combined ELA Grades 3-8,185, ,11.40%,13.50%,28.60%,41.10%,5.40%,46.50%, ,34.10%,27.60%,38.40%,32.40%,28.60%,38.90%,38.90%,30.30%,30.80%, ,22.20%,21.10%,56.80%,22.70%,18.90%,58.40%
609873,2017,Combined ELA Grades 3-8,161, ,32.90%,29.80%,26.10%,10.60%,0.60%,11.20%, ,60.90%,25.50%,13.70%,64.00%,24.80%,11.20%,65.20%,21.70%,13.00%, ,61.50%,27.30%,11.20%,58.40%,27.30%,14.30%
609874,2017,Combined ELA Grades 3-8,450, ,4.70%,17.10%,28.40%,43.10%,6.70%,49.80%, ,25.30%,26.70%,48.00%,25.80%,26.70%,47.60%,26.90%,27.60%,45.60%, ,32.00%,21.10%,46.90%,24.40%,20.20%,55.30%
609875,2017,Combined ELA Grades 3-8,309, ,24.30%,23.00%,30.70%,20.70%,1.30%,22.00%, ,50.50%,27.50%,22.00%,53.70%,23.00%,23.30%,58.60%,17.50%,23.90%, ,49.50%,23.60%,26.90%,49.20%,24.30%,26.50%
609876,2017,Combined ELA Grades 3-8,438, ,28.50%,28.50%,23.30%,18.50%,1.10%,19.60%, ,57.10%,22.80%,20.10%,56.20%,22.60%,21.20%,61.40%,20.50%,18.00%, ,60.00%,19.40%,20.50%,54.10%,21.20%,24.70%
609879,2017,Combined ELA Grades 3-8,651, ,17.20%,24.30%,34.40%,21.70%,2.50%,24.10%, ,43.50%,27.80%,28.70%,42.20%,28.30%,29.50%,45.30%,24.90%,29.80%, ,52.10%,26.00%,22.00%,44.70%,26.70%,28.60%
609880,2017,Combined ELA Grades 3-8,169, ,0.00%,0.00%,1.80%,58.60%,39.60%,98.20%, ,0.60%,4.10%,95.30%,1.20%,3.00%,95.90%,0.00%,5.30%,94.70%, ,4.10%,7.10%,88.80%,1.80%,6.50%,91.70%
609883,2017,Combined ELA Grades 3-8,310, ,39.00%,32.90%,20.30%,7.70%,0.00%,7.70%, ,67.70%,21.30%,11.00%,67.40%,23.20%,9.40%,69.40%,17.40%,13.20%, ,73.50%,15.20%,11.30%,74.80%,15.20%,10.00%
609884,2017,Combined ELA Grades 3-8,460, ,13.70%,18.00%,22.00%,37.60%,8.70%,46.30%, ,35.00%,22.40%,42.60%,35.00%,20.20%,44.80%,38.70%,22.60%,38.70%, ,35.20%,18.00%,46.70%,27.80%,23.50%,48.70%
609885,2017,Combined ELA Grades 3-8,200, ,30.00%,28.50%,28.50%,12.00%,1.00%,13.00%, ,63.00%,21.00%,16.00%,62.50%,23.00%,14.50%,61.00%,22.00%,17.00%, ,56.00%,25.00%,19.00%,55.50%,26.00%,18.50%
609887,2017,Combined ELA Grades 3-8,420, ,11.00%,17.90%,30.20%,35.50%,5.50%,41.00%, ,29.80%,26.90%,43.30%,33.60%,25.00%,41.40%,34.00%,21.70%,44.30%, ,36.20%,21.90%,41.90%,35.20%,26.90%,37.90%
609891,2017,Combined ELA Grades 3-8,152, ,39.50%,35.50%,19.10%,5.90%,0.00%,5.90%, ,75.00%,17.80%,7.20%,71.70%,19.10%,9.20%,69.70%,21.10%,9.20%, ,82.20%,12.50%,5.30%,75.70%,16.40%,7.90%
609893,2017,Combined ELA Grades 3-8,458, ,9.40%,17.50%,27.90%,41.30%,3.90%,45.20%, ,29.70%,28.40%,41.90%,33.00%,25.50%,41.50%,35.20%,27.90%,36.90%, ,32.10%,21.00%,46.90%,25.80%,22.50%,51.70%
609894,2017,Combined ELA Grades 3-8,209, ,45.00%,26.80%,20.60%,7.70%,0.00%,7.70%, ,70.30%,18.20%,11.50%,73.70%,17.70%,8.60%,65.10%,19.60%,15.30%, ,78.90%,12.90%,8.10%,74.20%,15.30%,10.50%
609895,2017,Combined ELA Grades 3-8,166, ,3.60%,12.70%,29.50%,47.00%,7.20%,54.20%, ,23.50%,26.50%,50.00%,22.90%,31.90%,45.20%,29.50%,25.30%,45.20%, ,15.70%,19.30%,65.10%,8.40%,19.30%,72.30%
609896,2017,Combined ELA Grades 3-8,64, ,4.70%,14.10%,23.40%,50.00%,7.80%,57.80%, ,21.90%,17.20%,60.90%,18.80%,18.80%,62.50%,23.40%,20.30%,56.30%, ,26.60%,23.40%,50.00%,25.00%,21.90%,53.10%
609897,2017,Combined ELA Grades 3-8,233, ,34.80%,28.80%,25.80%,10.70%,0.00%,10.70%, ,62.20%,23.20%,14.60%,60.50%,28.30%,11.20%,60.10%,22.70%,17.20%, ,73.00%,15.00%,12.00%,64.80%,22.70%,12.40%
609898,2017,Combined ELA Grades 3-8,937, ,23.20%,26.30%,29.60%,20.60%,0.40%,21.00%, ,52.90%,24.10%,22.90%,51.00%,28.40%,20.60%,52.80%,24.10%,23.10%, ,53.00%,22.80%,24.10%,45.60%,26.10%,28.30%
609899,2017,Combined ELA Grades 3-8,495, ,3.20%,11.50%,18.20%,51.30%,15.80%,67.10%, ,18.40%,19.40%,62.20%,14.50%,22.40%,63.00%,17.40%,19.80%,62.80%, ,19.60%,18.20%,62.20%,16.20%,17.60%,66.30%
609900,2017,Combined ELA Grades 3-8,333, ,38.40%,33.30%,22.50%,5.40%,0.30%,5.70%, ,70.30%,18.00%,11.70%,67.60%,22.50%,9.90%,65.20%,18.30%,16.50%, ,78.40%,14.10%,7.50%,75.10%,17.10%,7.80%
609901,2017,Combined ELA Grades 3-8,320, ,2.80%,6.60%,14.40%,49.40%,26.90%,76.30%, ,13.40%,19.10%,67.50%,10.60%,15.90%,73.40%,15.60%,13.80%,70.60%, ,13.80%,10.90%,75.30%,10.90%,12.50%,76.60%
609902,2017,Combined ELA Grades 3-8,227, ,33.90%,37.40%,21.10%,7.00%,0.40%,7.50%, ,59.50%,21.10%,19.40%,68.70%,22.50%,8.80%,62.60%,19.80%,17.60%, ,81.90%,10.60%,7.50%,83.70%,8.80%,7.50%
609903,2017,Combined ELA Grades 3-8,930, ,20.00%,29.60%,29.60%,19.70%,1.20%,20.90%, ,51.40%,25.20%,23.40%,48.40%,28.40%,23.20%,54.10%,24.40%,21.50%, ,52.30%,22.90%,24.80%,51.20%,24.30%,24.50%
609904,2017,Combined ELA Grades 3-8,337, ,12.80%,29.70%,32.00%,24.30%,1.20%,25.50%, ,44.80%,28.20%,27.00%,50.40%,28.80%,20.80%,49.90%,24.90%,25.20%, ,41.80%,25.50%,32.60%,41.50%,24.00%,34.40%
609907,2017,Combined ELA Grades 3-8,244, ,19.70%,29.50%,29.50%,19.30%,2.00%,21.30%, ,48.00%,25.40%,26.60%,50.40%,26.20%,23.40%,48.00%,27.90%,24.20%, ,57.00%,17.60%,25.40%,49.60%,22.50%,27.90%
609908,2017,Combined ELA Grades 3-8,190, ,23.20%,26.30%,26.80%,21.10%,2.60%,23.70%, ,50.00%,25.80%,24.20%,53.70%,26.30%,20.00%,53.70%,22.60%,23.70%, ,49.50%,22.10%,28.40%,47.90%,25.30%,26.80%
609909,2017,Combined ELA Grades 3-8,85, ,14.10%,24.70%,31.80%,27.10%,2.40%,29.40%, ,49.40%,22.40%,28.20%,41.20%,27.10%,31.80%,45.90%,29.40%,24.70%, ,42.40%,21.20%,36.50%,38.80%,20.00%,41.20%
609910,2017,Combined ELA Grades 3-8,669, ,17.20%,26.50%,36.60%,19.40%,0.30%,19.70%, ,49.90%,28.30%,21.80%,49.30%,31.20%,19.40%,51.60%,26.80%,21.70%, ,48.10%,25.40%,26.50%,41.00%,27.50%,31.50%
609912,2017,Combined ELA Grades 3-8,330, ,12.10%,17.90%,31.50%,32.70%,5.80%,38.50%, ,33.90%,23.90%,42.10%,35.80%,24.80%,39.40%,36.10%,25.50%,38.50%, ,35.50%,25.50%,39.10%,30.90%,27.30%,41.80%
609917,2017,Combined ELA Grades 3-8,164, ,17.70%,31.10%,25.60%,23.80%,1.80%,25.60%, ,48.20%,22.60%,29.30%,54.90%,22.00%,23.20%,49.40%,28.00%,22.60%, ,47.00%,24.40%,28.70%,39.60%,29.90%,30.50%
609918,2017,Combined ELA Grades 3-8,186, ,15.10%,26.30%,28.50%,26.30%,3.80%,30.10%, ,48.40%,23.10%,28.50%,49.50%,22.60%,28.00%,47.80%,29.60%,22.60%, ,38.70%,19.40%,41.90%,38.20%,28.00%,33.90%
609919,2017,Combined ELA Grades 3-8,236, ,39.00%,32.60%,22.00%,6.40%,0.00%,6.40%, ,69.90%,18.20%,11.90%,72.50%,19.50%,8.10%,72.00%,16.90%,11.00%, ,73.30%,14.80%,11.90%,65.30%,23.70%,11.00%
609920,2017,Combined ELA Grades 3-8,431, ,28.50%,33.40%,27.10%,10.40%,0.50%,10.90%, ,63.30%,23.70%,13.00%,65.00%,22.70%,12.30%,61.30%,22.70%,16.00%, ,65.20%,19.50%,15.30%,62.20%,23.20%,14.60%
609921,2017,Combined ELA Grades 3-8,115, ,35.70%,26.10%,22.60%,15.70%,0.00%,15.70%, ,67.00%,17.40%,15.70%,64.30%,19.10%,16.50%,64.30%,16.50%,19.10%, ,56.50%,20.00%,23.50%,60.90%,16.50%,22.60%
609922,2017,Combined ELA Grades 3-8,179, ,26.80%,29.60%,21.20%,21.80%,0.60%,22.30%, ,59.20%,22.30%,18.40%,58.10%,21.20%,20.70%,59.20%,21.20%,19.60%, ,56.40%,21.20%,22.30%,50.30%,25.10%,24.60%
609924,2017,Combined ELA Grades 3-8,262, ,41.60%,28.60%,21.80%,7.60%,0.40%,8.00%, ,66.00%,21.40%,12.60%,67.90%,21.80%,10.30%,66.00%,22.10%,11.80%, ,76.70%,11.80%,11.50%,72.50%,13.70%,13.70%
609925,2017,Combined ELA Grades 3-8,207, ,27.50%,35.30%,23.70%,13.00%,0.50%,13.50%, ,63.80%,22.20%,14.00%,58.90%,19.30%,21.70%,54.60%,23.70%,21.70%, ,67.60%,21.70%,10.60%,61.80%,24.60%,13.50%
609926,2017,Combined ELA Grades 3-8,132, ,13.60%,25.00%,28.80%,31.80%,0.80%,32.60%, ,37.90%,28.00%,34.10%,41.70%,29.50%,28.80%,37.10%,28.80%,34.10%, ,47.00%,22.70%,30.30%,42.40%,25.80%,31.80%
609927,2017,Combined ELA Grades 3-8,191, ,28.80%,31.40%,23.60%,16.20%,0.00%,16.20%, ,61.30%,23.00%,15.70%,66.50%,18.30%,15.20%,60.20%,16.20%,23.60%, ,64.90%,15.70%,19.40%,62.30%,19.90%,17.80%
609928,2017,Combined ELA Grades 3-8,258, ,34.50%,31.40%,23.60%,10.50%,0.00%,10.50%, ,65.10%,20.20%,14.70%,66.30%,19.00%,14.70%,64.70%,18.20%,17.10%, ,70.50%,16.30%,13.20%,64.70%,24.00%,11.20%
609929,2017,Combined ELA Grades 3-8,212, ,31.60%,27.40%,27.80%,12.30%,0.90%,13.20%, ,67.00%,18.40%,14.60%,60.80%,25.50%,13.70%,66.00%,19.30%,14.60%, ,60.40%,23.10%,16.50%,58.00%,23.10%,18.90%
609930,2017,Combined ELA Grades 3-8,258, ,27.10%,32.60%,27.90%,11.60%,0.80%,12.40%, ,63.20%,21.30%,15.50%,62.40%,19.40%,18.20%,57.00%,26.70%,16.30%, ,67.40%,15.90%,16.70%,58.50%,23.60%,17.80%
609933,2017,Combined ELA Grades 3-8,163, ,25.80%,28.80%,30.70%,14.70%,0.00%,14.70%, ,60.10%,20.90%,19.00%,60.70%,27.00%,12.30%,64.40%,19.60%,16.00%, ,58.30%,20.20%,21.50%,56.40%,21.50%,22.10%
609935,2017,Combined ELA Grades 3-8,614, ,31.80%,21.70%,27.20%,16.90%,2.40%,19.40%, ,57.50%,23.50%,19.10%,56.40%,23.80%,19.90%,57.00%,22.00%,21.00%, ,58.50%,17.90%,23.60%,52.30%,22.50%,25.20%
609937,2017,Combined ELA Grades 3-8,538, ,7.80%,13.60%,26.60%,44.60%,7.40%,52.00%, ,27.10%,28.40%,44.40%,25.80%,25.10%,49.10%,29.40%,21.40%,49.30%, ,27.90%,21.40%,50.70%,21.70%,21.40%,56.90%
609938,2017,Combined ELA Grades 3-8,"1,020", ,19.60%,21.20%,28.30%,26.00%,4.90%,30.90%, ,48.20%,22.50%,29.20%,46.80%,25.90%,27.40%,52.50%,23.30%,24.20%, ,39.20%,20.10%,40.70%,37.40%,21.80%,40.90%
609939,2017,Combined ELA Grades 3-8,274, ,27.70%,28.50%,30.30%,13.50%,0.00%,13.50%, ,58.00%,25.50%,16.40%,61.30%,24.80%,13.90%,60.90%,20.80%,18.20%, ,58.00%,24.50%,17.50%,55.50%,27.40%,17.20%
609941,2017,Combined ELA Grades 3-8,321, ,38.30%,29.60%,22.70%,9.30%,0.00%,9.30%, ,65.70%,20.60%,13.70%,66.00%,21.50%,12.50%,62.90%,22.70%,14.30%, ,78.50%,11.20%,10.30%,75.70%,12.50%,11.80%
609942,2017,Combined ELA Grades 3-8,410, ,13.20%,21.00%,28.00%,33.40%,4.40%,37.80%, ,37.30%,27.10%,35.60%,35.60%,25.60%,38.80%,37.30%,26.30%,36.30%, ,39.00%,22.20%,38.80%,37.10%,23.40%,39.50%
609943,2017,Combined ELA Grades 3-8,242, ,38.40%,31.80%,20.20%,9.10%,0.40%,9.50%, ,68.20%,17.80%,14.00%,68.60%,20.20%,11.20%,66.10%,21.50%,12.40%, ,72.30%,15.30%,12.40%,70.70%,19.00%,10.30%
609944,2017,Combined ELA Grades 3-8,244, ,12.70%,17.60%,33.60%,32.40%,3.70%,36.10%, ,39.80%,26.60%,33.60%,37.70%,22.10%,40.20%,33.20%,27.00%,39.80%, ,37.30%,26.60%,36.10%,34.00%,28.70%,37.30%
609945,2017,Combined ELA Grades 3-8,427, ,11.50%,19.70%,26.50%,33.00%,9.40%,42.40%, ,37.70%,26.90%,35.40%,34.90%,23.00%,42.20%,37.70%,26.20%,36.10%, ,29.70%,21.10%,49.20%,26.90%,21.30%,51.80%
609947,2017,Combined ELA Grades 3-8,286, ,22.70%,29.40%,30.80%,16.40%,0.70%,17.10%, ,59.80%,22.40%,17.80%,62.90%,21.00%,16.10%,59.80%,22.00%,18.20%, ,52.40%,21.00%,26.60%,43.40%,28.70%,28.00%
